,adminRights,constrainedDelegation,controllables,controllers,dcomRights,gpos,groupMembership,admincount,description,distinguishedname,doesanyacegrantownerrights,doesanyinheritedacegrantownerrights,domain,domainsid,dontreqpreauth,enabled,encryptedtextpwdallowed,hasspn,isaclprotected,lastlogon,lastlogontimestamp,lastseen,lockedout,logonscriptenabled,name,objectid,passwordcantchange,passwordexpired,passwordnotreqd,pwdlastset,pwdneverexpires,samaccountname,sensitive,serviceprincipalnames,sidhistory,smartcardrequired,system_tags,trustedtoauth,unconstraineddelegation,usedeskeyonly,useraccountcontrol,whencreated,psRemoteRights,rdpRights,sessions,sqlAdmin,admin_tier_0,path_da_nnodes,path_da_nedges,path_da_nodes,path_da_edges,path_da_nodes_oidlist,supportedencryptiontypes,displayname,objectID,error,controllables_norm,controllers_norm,path_da_nedges_norm,sessions_norm,n_in_path_da,n_in_path_da_norm,control_risk,control_risk_norm,control_risk_norm_100,control_risk_100
1452,0.0,0.0,0.0,209.0,0.0,1.0,23.0,False,Created with secframe.com/badblood.,"CN=MINNIE_STARK,OU=GROUPS,OU=OGC,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,MINNIE_STARK@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2552,False,False,False,1742158971.0,False,MINNIE_STARK,False,[],[],False,,False,False,False,512.0,1742158971.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,MINNIE_STARK,,,0.0,0.47306791569086654,0.0,1.0,0.0,0.0,209.0,1.4730679156908666,0.049636134344594865,0.022937239761101513
1453,0.0,0.0,0.0,259.0,0.0,1.0,27.0,False,Created with secframe.com/badblood.,"CN=MAURICE_HOOPER,OU=TEST,OU=SEC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,MAURICE_HOOPER@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2553,False,False,False,1742158971.0,False,MAURICE_HOOPER,False,[],[],False,,False,False,False,512.0,1742158971.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,MAURICE_HOOPER,,,0.0,0.5901639344262295,0.0,1.0,0.0,0.0,259.0,1.5901639344262295,0.053581773004737536,0.028424617694379387
1454,0.0,0.0,2512.0,207.0,0.0,1.0,32.0,False,Just so I dont forget my password is 3%EFYAJ7u#2ut2cXvJ7J&!fv,"CN=LAMONT_BLACKBURN,OU=DEVICES,OU=SEC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,LAMONT_BLACKBURN@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2554,False,False,False,1742158971.0,False,LAMONT_BLACKBURN,False,[],[],False,,False,False,False,512.0,1742158971.0,0.0,0.0,0.0,0.0,False,5.0,5.0,"                             label   kind  \
id                                          
1019       LOUIS_TYLER@MYLAB.LOCAL   User   
128      DOMAIN ADMINS@MYLAB.LOCAL  Group   
1897  LAMONT_BLACKBURN@MYLAB.LOCAL   User   
477      JENNA_HARDING@MYLAB.LOCAL   User   
869   DA-EST-DISTLIST1@MYLAB.LOCAL  Group   

                                           objectId  isTierZero  \
id                                                                
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1897  S-1-5-21-1333368235-828418111-1849936505-2554       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   

      isOwnedObject                        lastSeen  
id                                                   
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
1897          False        2025-03-16T21:35:40.117Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  ","  source target       label        kind                        lastSeen
0   1897    869    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    869    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
2    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
3    869   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
4   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z","['S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-2554'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782']",,LAMONT_BLACKBURN,,,0.7032474804031354,0.468384074941452,0.1,1.0,1.0,0.001402524544179523,2725.0,2.273034079888767,0.07659159754782036,0.29906209736364414
1455,0.0,0.0,3362.0,207.0,0.0,1.0,16.0,False,Created with secframe.com/badblood.,"CN=JOESPH_HALEY,OU=DEVICES,OU=ESM,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,JOESPH_HALEY@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2555,False,False,False,1742158971.0,False,JOESPH_HALEY,False,[],[],False,,False,False,False,512.0,1742158971.0,0.0,0.0,0.0,0.0,False,6.0,7.0,"                             label       kind  \
id                                              
1002             USERS@MYLAB.LOCAL  Container   
1019       LOUIS_TYLER@MYLAB.LOCAL       User   
128      DOMAIN ADMINS@MYLAB.LOCAL      Group   
1898      JOESPH_HALEY@MYLAB.LOCAL       User   
477      JENNA_HARDING@MYLAB.LOCAL       User   
872   RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1898  S-1-5-21-1333368235-828418111-1849936505-2555       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
1898          False        2025-03-16T21:35:40.117Z  
477           False  2025-03-16T21:35:31.048103438Z  
872           False        2025-03-16T21:35:39.799Z  ","  source target       label        kind                        lastSeen
0   1898    872    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
2    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
3    872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
4   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
5    872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
6   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-2555'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3635']",,JOESPH_HALEY,,,0.9412094064949608,0.468384074941452,0.14,1.0,1.0,0.001402524544179523,3577.0,2.5509960059805925,0.08595773427458861,0.3925670173466991
1456,0.0,0.0,45.0,234.0,0.0,1.0,14.0,False,Created with secframe.com/badblood.,"CN=ROSEMARIE_MAYNARD,OU=HRE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,True,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,ROSEMARIE_MAYNARD@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2556,False,False,False,1742158971.0,False,ROSEMARIE_MAYNARD,False,[],[],False,,False,False,False,4194816.0,1742158971.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,ROSEMARIE_MAYNARD,,,0.012597984322508398,0.531615925058548,0.0,1.0,0.0,0.0,279.0,1.5442139093810563,0.05203345225727898,0.030619568867690537
1457,0.0,0.0,2.0,210.0,0.0,1.0,21.0,False,Created with secframe.com/badblood.,"CN=LEE_MURRAY,OU=OGC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,LEE_MURRAY@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2557,False,False,False,1742158972.0,False,LEE_MURRAY,False,[],[],False,,False,False,False,512.0,1742158972.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,LEE_MURRAY,,,0.0005599104143337066,0.47540983606557374,0.0,1.0,0.0,0.0,212.0,1.4759697464799075,0.04973391372146939,0.023266482437098186
1459,0.0,0.0,4.0,210.0,0.0,1.0,13.0,False,Created with secframe.com/badblood.,"CN=ALEJANDRO_BAUER,OU=DEVICES,OU=SEC,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,True,True,False,False,False,0.0,-1.0,2025-03-16T21:35:34.828284598Z,False,False,ALEJANDRO_BAUER@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2559,False,False,False,1742158974.0,False,ALEJANDRO_BAUER,False,[],[],False,,False,False,False,4194816.0,1742158974.0,0.0,0.0,0.0,0.0,False,16.0,22.0,"                               label       kind  \
id                                                
1002               USERS@MYLAB.LOCAL  Container   
1005    JA-501-DISTLIST1@MYLAB.LOCAL      Group   
1013    DOMAIN COMPUTERS@MYLAB.LOCAL      Group   
1019         LOUIS_TYLER@MYLAB.LOCAL       User   
128        DOMAIN ADMINS@MYLAB.LOCAL      Group   
1902     ALEJANDRO_BAUER@MYLAB.LOCAL       User   
2449         KELLY_BARRY@MYLAB.LOCAL       User   
30       AWSWAPPS1000001.MYLAB.LOCAL   Computer   
406      CHRISTIE_WILSON@MYLAB.LOCAL       User   
45        HREWLPT1000001.MYLAB.LOCAL   Computer   
477        JENNA_HARDING@MYLAB.LOCAL       User   
80       ITSWSECS1000000.MYLAB.LOCAL   Computer   
869     DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
872     RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
879   JA-CUC-ADMINGROUP1@MYLAB.LOCAL      Group   
91        OGCWLPT1000002.MYLAB.LOCAL   Computer   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1005  S-1-5-21-1333368235-828418111-1849936505-3894       False   
1013   S-1-5-21-1333368235-828418111-1849936505-515       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1902  S-1-5-21-1333368235-828418111-1849936505-2559       False   
2449  S-1-5-21-1333368235-828418111-1849936505-3133       False   
30    S-1-5-21-1333368235-828418111-1849936505-4123       False   
406   S-1-5-21-1333368235-828418111-1849936505-1376       False   
45    S-1-5-21-1333368235-828418111-1849936505-4135       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
80    S-1-5-21-1333368235-828418111-1849936505-4171       False   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
879   S-1-5-21-1333368235-828418111-1849936505-3831       False   
91    S-1-5-21-1333368235-828418111-1849936505-4182       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1005          False  2025-03-16T21:35:36.886857315Z  
1013          False  2025-03-16T21:35:36.886857315Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
1902          False  2025-03-16T21:35:34.828284598Z  
2449          False        2025-03-16T21:35:40.117Z  
30            False  2025-03-16T21:35:30.314409114Z  
406           False        2025-03-16T21:35:40.117Z  
45            False  2025-03-16T21:35:30.314409114Z  
477           False  2025-03-16T21:35:31.048103438Z  
80            False  2025-03-16T21:35:30.314409114Z  
869           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
879           False  2025-03-16T21:35:36.886857315Z  
91            False  2025-03-16T21:35:30.314409114Z  ","   source target       label        kind                        lastSeen
0    1902   1005    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    1005     30  GenericAll  GenericAll  2025-03-16T21:35:30.314791875Z
2      30   1013    MemberOf    MemberOf  2025-03-16T21:35:30.314791875Z
3    1013    879    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
4     879   2449  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
5    2449    869    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
6     869   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
7    1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
8    1005     80  GenericAll  GenericAll  2025-03-16T21:35:30.314791875Z
9      80   1013    MemberOf    MemberOf  2025-03-16T21:35:30.314791875Z
10    879    406  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
11    406    872    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
12    872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
13   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
14    872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
15    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
16   1005     91  GenericAll  GenericAll  2025-03-16T21:35:30.314791875Z
17     91   1013    MemberOf    MemberOf  2025-03-16T21:35:30.314791875Z
18    872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
19    869    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
20   1005     45  GenericAll  GenericAll  2025-03-16T21:35:30.314791875Z
21     45   1013    MemberOf    MemberOf  2025-03-16T21:35:30.314791875Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3894'
 'S-1-5-21-1333368235-828418111-1849936505-515'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-2559'
 'S-1-5-21-1333368235-828418111-1849936505-3133'
 'S-1-5-21-1333368235-828418111-1849936505-4123'
 'S-1-5-21-1333368235-828418111-1849936505-1376'
 'S-1-5-21-1333368235-828418111-1849936505-4135'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-4171'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-3831'
 'S-1-5-21-1333368235-828418111-1849936505-4182']",,ALEJANDRO_BAUER,,,0.0011198208286674132,0.47540983606557374,0.44,1.0,1.0,0.001402524544179523,237.0,1.9179321814384207,0.06462617127673388,0.026010171403737122
1460,0.0,0.0,0.0,209.0,0.0,1.0,20.0,False,Created with secframe.com/badblood.,"CN=SUE_GARCIA,OU=SERVICEACCOUNTS,OU=SEC,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,SUE_GARCIA@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2560,False,False,False,1742158974.0,False,SUE_GARCIA,False,[],[],False,,False,False,False,512.0,1742158974.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,SUE_GARCIA,,,0.0,0.47306791569086654,0.0,1.0,0.0,0.0,209.0,1.4730679156908666,0.049636134344594865,0.022937239761101513
1461,0.0,0.0,0.0,341.0,0.0,1.0,12.0,False,Created with secframe.com/badblood.,"CN=ALVIN_BENNETT,OU=SERVICEACCOUNTS,OU=BDE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,ALVIN_BENNETT@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2561,False,False,False,1742158974.0,False,ALVIN_BENNETT,False,[],[],False,,False,False,False,512.0,1742158974.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,ALVIN_BENNETT,,,0.0,0.7822014051522248,0.0,1.0,0.0,0.0,341.0,1.7822014051522248,0.060052620407371526,0.037423917504955106
1463,0.0,0.0,0.0,233.0,0.0,1.0,5.0,False,Created with secframe.com/badblood.,"CN=SUSIE_RICHARD,OU=TEST,OU=FSR,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:34.828284598Z,False,False,SUSIE_RICHARD@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2563,False,False,False,1742158975.0,False,SUSIE_RICHARD,False,[],[],False,,False,False,False,512.0,1742158975.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,SUSIE_RICHARD,,,0.0,0.5292740046838408,0.0,1.0,0.0,0.0,233.0,1.529274004683841,0.05153004090146335,0.025571181169074895
1464,0.0,0.0,0.0,210.0,0.0,1.0,11.0,False,Created with secframe.com/badblood.,"CN=DAVE_CASTANEDA,OU=TEST,OU=FSR,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,DAVE_CASTANEDA@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2564,False,False,False,1742158975.0,False,DAVE_CASTANEDA,False,[],[],False,,False,False,False,512.0,1742158975.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,DAVE_CASTANEDA,,,0.0,0.47540983606557374,0.0,1.0,0.0,0.0,210.0,1.4754098360655736,0.04971504711779771,0.023046987319767072
1466,0.0,0.0,63.0,231.0,0.0,1.0,13.0,False,Created with secframe.com/badblood.,"CN=HALLIE_MCLEOD,OU=GROUPS,OU=ITS,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:34.828284598Z,False,False,HALLIE_MCLEOD@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2566,False,False,False,1742158975.0,False,HALLIE_MCLEOD,False,[],[],False,,False,False,False,512.0,1742158975.0,0.0,0.0,0.0,0.0,False,17.0,28.0,"                                   label       kind  \
id                                                    
1002                   USERS@MYLAB.LOCAL  Container   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
1323           LIZZIE_SUAREZ@MYLAB.LOCAL       User   
1909           HALLIE_MCLEOD@MYLAB.LOCAL       User   
2684         SHARON_MCKENZIE@MYLAB.LOCAL       User   
322           BRITTNEY_JOHNS@MYLAB.LOCAL       User   
439                 ELI_WEBB@MYLAB.LOCAL       User   
477            JENNA_HARDING@MYLAB.LOCAL       User   
588           PATSY_ODONNELL@MYLAB.LOCAL       User   
662            ANGIE_EDWARDS@MYLAB.LOCAL       User   
787            SPENCER_BURKE@MYLAB.LOCAL       User   
869         DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
871   MA-VACACIONE-DISTLIST1@MYLAB.LOCAL      Group   
877         TA-24D-DISTLIST1@MYLAB.LOCAL      Group   
884         DE-MOM-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1323  S-1-5-21-1333368235-828418111-1849936505-1966       False   
1909  S-1-5-21-1333368235-828418111-1849936505-2566       False   
2684  S-1-5-21-1333368235-828418111-1849936505-3376       False   
322   S-1-5-21-1333368235-828418111-1849936505-1292       False   
439   S-1-5-21-1333368235-828418111-1849936505-1409       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
588   S-1-5-21-1333368235-828418111-1849936505-1558       False   
662   S-1-5-21-1333368235-828418111-1849936505-1632       False   
787   S-1-5-21-1333368235-828418111-1849936505-1757       False   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
871   S-1-5-21-1333368235-828418111-1849936505-3890       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   
884   S-1-5-21-1333368235-828418111-1849936505-3989       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
1323          False        2025-03-16T21:35:40.117Z  
1909          False  2025-03-16T21:35:34.828284598Z  
2684          False        2025-03-16T21:35:40.117Z  
322           False        2025-03-16T21:35:40.117Z  
439           False        2025-03-16T21:35:40.117Z  
477           False  2025-03-16T21:35:31.048103438Z  
588           False        2025-03-16T21:35:40.117Z  
662           False  2025-03-16T21:35:31.202488933Z  
787           False  2025-03-16T21:35:31.202488933Z  
869           False        2025-03-16T21:35:39.799Z  
870           False        2025-03-16T21:35:39.799Z  
871           False        2025-03-16T21:35:39.799Z  
877           False        2025-03-16T21:35:40.428Z  
884           False  2025-03-16T21:35:36.886857315Z  ","   source target       label        kind                        lastSeen
0    1909    884    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1     884    439  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
2     439    662  GenericAll  GenericAll  2025-03-16T21:35:31.203879153Z
3     662    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
4     477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
5     884    322  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
6     322    871    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
7     871    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
8     884    588  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
9     588    869    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
10    869    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
11    884   2684  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
12   2684    877    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
13    877   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
14   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
15    871   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
16    662   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
17    439    787  GenericAll  GenericAll  2025-03-16T21:35:31.203879153Z
18    787    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
19    787   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
20    884   1323  GenericAll  GenericAll  2025-03-16T21:35:31.203879153Z
21   1323    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
22    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
23   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
24    869   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
25    870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
26    870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
27    871   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-1966'
 'S-1-5-21-1333368235-828418111-1849936505-2566'
 'S-1-5-21-1333368235-828418111-1849936505-3376'
 'S-1-5-21-1333368235-828418111-1849936505-1292'
 'S-1-5-21-1333368235-828418111-1849936505-1409'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-1558'
 'S-1-5-21-1333368235-828418111-1849936505-1632'
 'S-1-5-21-1333368235-828418111-1849936505-1757'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3890'
 'S-1-5-21-1333368235-828418111-1849936505-4033'
 'S-1-5-21-1333368235-828418111-1849936505-3989']",,HALLIE_MCLEOD,,,0.017637178051511757,0.5245901639344263,0.56,1.0,1.0,0.001402524544179523,323.0,2.1036298665301176,0.07088339482122256,0.035448461448975066
